Title,Combined_Skills,YearsOfExperience
DevOps Engineer - Fresher,Git; Jenkins; Docker; Kubernetes; GitHub/GitLab; AWS basics; Azure basics; GCP basics; Bash; Python fundamentals; Terraform awareness; Ansible awareness; Linux basics DevOps; Cloud; Fresher; Entry-Level; CI/CD; Containerization; Automation Git; Jenkins; Docker; Kubernetes; GitHub/GitLab; AWS basics; Azure basics; GCP basics; Bash; Python; Terraform awareness; Ansible awareness; Linux fundamentals DevOps; Cloud; Fresher; Entry-Level; CI/CD; Containerization Git; Jenkins; Docker; Kubernetes; AWS awareness; Azure awareness; GCP awareness; Bash; Python; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness DevOps; Cloud; Fresher; Entry-Level; CI/CD; Containerization Git; Jenkins; Docker; Kubernetes; AWS basics; Azure basics; GCP basics; Bash; Python; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness DevOps; Cloud; Fresher; Entry-Level; CI/CD; Automation Git; Jenkins; Docker; Kubernetes; AWS awareness; Azure awareness; GCP awareness; Bash basics; Python basics; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness DevOps; Cloud; Fresher; Entry-Level; Automation; CI/CD; Containerization Git; Jenkins; Docker; Kubernetes; GitHub/GitLab; AWS basics; Azure basics; GCP basics; Bash; Python; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness DevOps; Cloud; Fresher; Entry-Level; CI/CD; Containerization Git; Jenkins; Docker; Kubernetes; AWS awareness; Azure awareness; GCP awareness; Bash; Python; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness DevOps; Cloud; Fresher; Entry-Level; CI/CD; Containerization Git; Jenkins; Docker; Kubernetes; AWS basics; Azure basics; GCP basics; Bash; Python; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness DevOps; Cloud; Fresher; Entry-Level; Automation; CI/CD; Containerization Git; Jenkins; Docker; Kubernetes; AWS basics; Azure basics; GCP basics; Bash; Python; CI/CD basics; Linux fundamentals; Terraform/Ansible awareness DevOps; Cloud; Fresher; Entry-Level; CI/CD; Automation; Containerization,0.5
Digital Marketing Specialist,"Google Ads basics; Facebook Ads Manager basics; Instagram marketing basics; LinkedIn marketing basics; SEO fundamentals; SEM basics; Content creation; Copywriting; Blogging; Email marketing tools (Mailchimp, HubSpot) basics; Google Analytics basics; CMS (WordPress) basics; Creativity; Communication; Teamwork; Adaptability Digital Marketing; SEO; SEM; Google Ads; Social Media Marketing; Content Creation; Email Marketing; Google Analytics; CMS; Marketing Tools SEO and SEM fundamentals; Content creation; Social media marketing basics; Email marketing basics; Google Analytics basics; CMS tools; Creativity; Team collaboration; Communication skills; Adaptability Digital Marketing; SEO; SEM; Content Creation; Social Media; Email Marketing; Analytics; Teamwork Google Ads; Facebook Ads Manager; Instagram, LinkedIn basics; SEO/SEM fundamentals; Blogging and copywriting; Email marketing basics; Google Analytics basics; CMS (WordPress); Basic marketing automation; Creativity; Communication; Teamwork Digital Marketing; SEO; SEM; Google Ads; Content Creation; Email Marketing; Analytics; Social Media Digital advertising basics; SEO and SEM fundamentals; Social media marketing; Content creation and copywriting; Email marketing tools basics; Google Analytics basics; CMS knowledge; Creativity; Communication; Team collaboration; Adaptability Digital Marketing; SEO; SEM; Content Creation; Email Marketing; Social Media Marketing; Google Analytics; CMS Google Ads and Facebook Ads basics; Instagram and LinkedIn marketing basics; SEO fundamentals; SEM basics; Content creation and copywriting; Email marketing (Mailchimp, HubSpot basics); Google Analytics; CMS tools (WordPress); Creativity; Communication; Teamwork; Adaptability Digital Marketing; SEO; SEM; Google Ads; Content Creation; Email Marketing; Social Media Marketing; Analytics Advanced digital marketing strategies; SEO and SEM optimization; PPC campaigns; Multi-channel campaign management; Content creation and social media marketing; Email automation; Analytics and reporting (Google Analytics, Tableau, Mixpanel); Lead generation and nurturing; Marketing automation tools (HubSpot, Marketo, Salesforce); Brand strategy; UX design integration; Team leadership; Budget management; Data-driven marketing Marketing Strategy; Campaign Management; A/B Testing; Conversion Rate Optimization; Marketing Automation; Lead Generation; Brand Management; Data-Driven Marketing Digital marketing strategy; Multi-channel campaign management; SEO/SEM/PPC optimization; Content marketing; Social media marketing; Email automation; Marketing analytics and reporting; Lead generation and nurturing; CRM tools (HubSpot, Salesforce, Marketo); Brand management; UX integration; Team leadership; Budget management; Data-driven marketing Marketing Strategy; Campaign Management; SEO; SEM; PPC; Lead Generation; Marketing Automation; Brand Management; Data-Driven Marketing Advanced digital campaigns; SEO, SEM, PPC; Content and social media marketing; Email marketing automation; Marketing analytics (Google Analytics, Tableau, Mixpanel); Lead generation; CRM and marketing automation tools; Brand strategy and UX design; Multi-channel campaign integration; Team leadership; Budget management; Data-driven decision making Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Lead Generation; Marketing Automation; Brand Management Digital marketing strategy; SEO, SEM, PPC optimization; Content and social media campaigns; Email marketing automation; Marketing analytics and reporting; Lead generation and nurturing; CRM tools (HubSpot, Marketo, Salesforce); Brand and UX strategy; Multi-channel campaign coordination; Team management; Budget and ROI optimization; Emerging marketing technologies (AI-driven personalization) Marketing Strategy; Campaign Management; SEO; SEM; PPC; Lead Generation; Marketing Automation; Brand Management; Data-Driven Marketing; AI Marketing Tools Advanced digital marketing campaigns; SEO/SEM/PPC optimization; Content marketing strategy; Social media marketing; Email automation and personalization; Marketing analytics (Tableau, Mixpanel, GA); Lead generation and nurturing; Brand management and UX integration; Multi-channel campaign management; Team leadership; Budget planning; AI-powered marketing tools; Data-driven marketing Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Lead Generation; Brand Management; AI Marketing Tools Digital strategy development; SEO and SEM optimization; PPC campaigns management; Content marketing strategy; Social media campaigns; Email automation tools (HubSpot, Marketo); Analytics and reporting (GA, Tableau, Mixpanel); Lead generation and nurturing; Brand management; UX design integration; Team leadership; Budget planning; Data-driven marketing; AI-driven marketing strategies Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Management; UX Design; AI Marketing Tools Multi-channel marketing strategy; Advanced SEO and SEM; PPC campaign optimization; Content and social media marketing; Email marketing automation; Marketing analytics (GA, Tableau, Mixpanel); CRM tools (HubSpot, Salesforce); Lead generation and nurturing; Brand strategy; UX/UI integration; Team management; Budget optimization; AI-powered marketing solutions; Data-driven decision making Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Management; UX Integration; AI Marketing Tools; Analytics Strategic digital marketing planning; SEO/SEM/PPC optimization; Content and social media campaigns; Email automation and personalization; Advanced analytics (Google Analytics, Tableau, Mixpanel); Lead generation and CRM management; Brand strategy; UX/UI integration; Cross-channel campaign management; Team leadership; Budget and ROI management; AI-driven marketing strategies; Data-driven campaign optimization Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Strategy; UX/UI Integration; AI Marketing Tools; Analytics Digital campaign strategy; SEO/SEM/PPC management; Content marketing and social media strategy; Email marketing automation; Marketing analytics and reporting; Lead generation and nurturing; CRM and automation tools (HubSpot, Marketo, Salesforce); Brand strategy; UX and UI design integration; Team leadership; Budget management; Data-driven marketing decisions; AI marketing tools; Conversion rate optimization Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Strategy; UX/UI; AI Marketing Tools; Analytics; Conversion Optimization Advanced digital marketing strategy; SEO, SEM, PPC campaigns; Content and social media marketing; Email automation; Marketing analytics (GA, Tableau, Mixpanel); Lead generation and CRM management; Brand strategy and UX integration; Cross-channel campaign coordination; Team leadership; Budget planning and ROI optimization; AI-driven marketing solutions; Data-driven campaign strategies; Emerging marketing technologies Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Strategy; UX Integration; AI Marketing Tools; Analytics; Campaign Optimization Digital marketing strategy; SEO, SEM, PPC optimization; Content and social media campaigns; Email marketing automation; Marketing analytics and reporting; Lead generation and CRM tools; Brand and UX strategy; Multi-channel campaign management; Team leadership; Budget optimization; AI-driven personalization; Data-driven marketing; Emerging marketing technologies Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Strategy; UX/UI Integration; AI Marketing Tools; Analytics; Emerging Technologies Strategic digital marketing planning; SEO/SEM/PPC campaign management; Content marketing and social media strategy; Email automation; Marketing analytics (GA, Tableau, Mixpanel); Lead generation and CRM integration; Brand strategy and UX design integration; Cross-channel campaign coordination; Team leadership and mentorship; Budget management; AI-driven marketing and personalization; Data-driven optimization; Emerging marketing technologies Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Strategy; UX/UI Integration; AI Marketing Tools; Analytics; Emerging Technologies Advanced digital marketing campaigns; SEO, SEM, PPC optimization; Content marketing and social media strategy; Email marketing automation; Analytics and reporting (GA, Tableau, Mixpanel); Lead generation and CRM tools; Brand management and UX integration; Multi-channel campaign coordination; Team leadership; Budget management and ROI optimization; AI-driven personalization and marketing automation; Data-driven strategy implementation; Emerging marketing technologies Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Management; UX Integration; AI Marketing Tools; Analytics; Emerging Technologies Digital marketing strategy; SEO/SEM/PPC optimization; Content creation and social media marketing; Email marketing automation; Analytics and reporting; Lead generation and CRM tools; Brand management and UX integration; Cross-channel campaign management; Team leadership; Budget optimization; AI-driven marketing; Data-driven decisions; Emerging marketing technologies Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Management; UX/UI Integration; AI Marketing Tools; Analytics; Emerging Technologies Strategic digital marketing planning; SEO, SEM, PPC campaigns; Content and social media marketing; Email automation and personalization; Analytics (GA, Tableau, Mixpanel); Lead generation and CRM integration; Brand strategy and UX design; Multi-channel campaign management; Team leadership and mentoring; Budget management and ROI tracking; AI-driven marketing and personalization; Data-driven optimization; Emerging marketing technologies Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Strategy; UX/UI Integration; AI Marketing Tools; Analytics; Emerging Technologies",5.275
Enterprise Cloud Architect,Cloud strategy; Multi-cloud architecture; Serverless computing; Kubernetes; Terraform; Leadership Enterprise Cloud; Cloud Strategy; Serverless; Kubernetes; Terraform; Leadership,12.0
Enterprise Network Engineer,MPLS; EIGRP; QoS; Cisco ASA; F5 Load Balancer Enterprise Networking; MPLS; EIGRP; QoS; Cisco ASA,7.0
Entry Level Data Scientist,"Python; R; SQL; Pandas; NumPy; Matplotlib; Seaborn; MySQL; PostgreSQL; MongoDB; Basic ML: classification, regression, clustering; Data cleaning; Data wrangling Data Scientist; Python; R; SQL; Data Analysis; Machine Learning; Visualization",0.5
Entry-Level ML Engineer,"Python; R; Java; ML basics: classification, regression, clustering, decision trees; Data preprocessing; Feature engineering; ML libraries: Scikit-learn, TensorFlow, PyTorch; Statistics: probability, linear algebra; Visualization: Matplotlib, Seaborn; Git/GitHub Entry-Level ML Engineer; Python; R; Java; ML Models; Data Preprocessing; Visualization",0.5
Entry-Level Network Analyst,TCP/IP; DNS; Wireshark; Nagios; Subnetting Network Analysis; Wireshark; DNS; Nagios,1.0
Entry-Level Security Analyst,C++; Windows Security; Metasploit; Risk Assessment Basics; Snort Risk Management; Vulnerability Assessment; Firewall Configuration; Malware Analysis; Incident Response,0.5
Entry-level Android Developer,Java; Kotlin; Android Studio; XML; Material Design; SQLite; REST API; Git Java; Kotlin; Android Studio; Material Design; UI/UX Design; REST API; SQLite,0.0
Entry-level iOS Developer,Swift; Objective-C; Xcode; Cocoa Touch; Simulator; UI/UX Basics Swift; Objective-C; UI/UX Design; Xcode; iOS SDK,0.0
Ethical Hacker,"Python basics; Bash scripting basics; Networking fundamentals; Linux (Kali/Parrot OS) basics; Windows security basics; Introduction to penetration testing; Basic vulnerability assessment; Web application security basics; Familiarity with Nmap and Wireshark; Basic cryptography understanding; Problem-solving; Communication; Ethical awareness Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Nmap; Wireshark; Cryptography; Web Security Python basics; Bash scripting basics; Networking fundamentals; Linux (Kali Linux/Parrot OS) basics; Windows security basics; Introduction to penetration testing; Vulnerability scanning basics; Web application security basics; Familiarity with Metasploit and Burp Suite; Cryptography fundamentals; Problem-solving; Communication; Ethical compliance Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Web Security Python basics; Bash scripting basics; Networking basics; Linux/Windows OS fundamentals; Introductory penetration testing; Vulnerability assessment; Web app security basics; Familiarity with Nmap, SQLMap; Basic cryptography knowledge; Analytical thinking; Communication; Ethical awareness Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Nmap; SQLMap; Cryptography; Web Security Python basics; Bash scripting basics; Networking fundamentals; Linux and Windows OS basics; Introduction to penetration testing; Vulnerability scanning; Web application security basics; Familiarity with Metasploit, Wireshark; Cryptography fundamentals; Problem-solving; Teamwork; Ethical awareness Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Wireshark; Cryptography; Web Security Python basics; Bash scripting; Networking fundamentals; Linux (Kali Linux/Parrot OS) basics; Windows security basics; Penetration testing fundamentals; Vulnerability assessment basics; Web application security; Basic knowledge of Nmap, Burp Suite; Cryptography fundamentals; Problem-solving; Communication; Ethical mindset Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Nmap; Burp Suite; Cryptography; Web Security Advanced Python, C/C++; Bash, PowerShell scripting; Advanced networking; Linux (Kali, Parrot) expert; Windows security and AD; Penetration testing and vulnerability assessment; Web application security; Metasploit, Burp Suite, Nmap, Wireshark; Cryptography, SSL/TLS; Malware analysis; Reverse engineering; Compliance and risk assessment; Problem-solving; Leadership; Communication Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis Python, C/C++, JavaScript; Bash, PowerShell scripting; Network security expert; Linux (Kali/Parrot) advanced; Windows security and Active Directory; Penetration testing; Vulnerability assessment; Web app security testing; Metasploit, Nmap, Burp Suite, SQLMap; Cryptography, SSL/TLS; Malware analysis; Risk assessment; Leadership; Analytical thinking; Communication Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis Advanced Python, C/C++, JavaScript; Bash, PowerShell scripting; Network and web security; Linux expert; Windows security and AD; Penetration testing; Vulnerability assessment; Metasploit, Burp Suite, Nmap, Wireshark; Cryptography, SSL/TLS; Malware analysis and reverse engineering; Security frameworks (NIST, ISO); Leadership; Problem-solving; Communication; Compliance awareness Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis Advanced Python, C/C++, JavaScript; Bash, PowerShell scripting; Network and application security; Linux expert; Windows security and Active Directory; Penetration testing and vulnerability assessment; Web application security; Metasploit, Burp Suite, Nmap, SQLMap; Cryptography, SSL/TLS; Malware analysis; Reverse engineering; Compliance (NIST, ISO); Leadership; Analytical thinking; Communication Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis Advanced Python, C/C++, JavaScript; Bash, PowerShell scripting; Expert network security; Linux and Windows security expert; Penetration testing; Vulnerability assessment; Web application security; Metasploit, Nmap, Burp Suite, SQLMap, Wireshark; Cryptography and SSL/TLS; Malware analysis and reverse engineering; Compliance frameworks; Leadership; Problem-solving; Communication Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis Python, C/C++, JavaScript advanced; Bash, PowerShell scripting; Network penetration testing; Linux expert; Windows security and Active Directory; Web application and network security; Metasploit, Burp Suite, Nmap, SQLMap, Wireshark; Cryptography, SSL/TLS; Malware analysis and reverse engineering; Compliance (NIST, ISO); Leadership; Project management; Analytical thinking Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis Python, C/C++, JavaScript; Bash, PowerShell; Advanced network security; Linux and Windows expert; Penetration testing; Vulnerability assessment; Web security testing; Metasploit, Burp Suite, Nmap, SQLMap; Cryptography; Malware analysis; Reverse engineering; Compliance frameworks; Leadership; Problem-solving; Communication Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis Python, C/C++, JavaScript; Bash, PowerShell scripting; Network and web security expert; Linux and Windows security; Penetration testing; Vulnerability assessment; Metasploit, Burp Suite, Nmap, Wireshark, SQLMap; Cryptography, SSL/TLS; Malware analysis and reverse engineering; Compliance (NIST, ISO); Leadership; Analytical skills; Communication Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis Python, C/C++, JavaScript advanced; Bash, PowerShell scripting; Network and application security; Linux expert; Windows security expert; Penetration testing; Vulnerability assessment; Metasploit, Burp Suite, Nmap, SQLMap; Cryptography, SSL/TLS; Malware analysis and reverse engineering; Compliance frameworks; Leadership; Problem-solving; Project management Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis Python, C/C++, JavaScript advanced; Bash, PowerShell scripting; Expert network security; Linux/Windows expert; Penetration testing; Vulnerability assessment; Web application security; Metasploit, Burp Suite, Nmap, SQLMap, Wireshark; Cryptography, SSL/TLS; Malware analysis; Reverse engineering; Compliance frameworks; Leadership; Analytical thinking; Communication Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis Python, C/C++, JavaScript; Bash, PowerShell scripting; Network and web security expert; Linux and Windows OS expert; Penetration testing; Vulnerability assessment; Metasploit, Burp Suite, Nmap, SQLMap, Wireshark; Cryptography, SSL/TLS; Malware analysis; Reverse engineering; Compliance frameworks; Leadership; Project management; Analytical skills Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis Python, C/C++, JavaScript advanced; Bash, PowerShell scripting; Expert network security; Linux and Windows security; Penetration testing; Vulnerability assessment; Web application security; Metasploit, Burp Suite, Nmap, SQLMap, Wireshark; Cryptography, SSL/TLS; Malware analysis; Reverse engineering; Compliance frameworks; Leadership; Analytical thinking; Communication Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis Python, C/C++, JavaScript advanced; Bash, PowerShell scripting; Network and application security expert; Linux and Windows OS expert; Penetration testing; Vulnerability assessment; Metasploit, Burp Suite, Nmap, SQLMap, Wireshark; Cryptography, SSL/TLS; Malware analysis; Reverse engineering; Compliance frameworks; Leadership; Project management; Analytical skills Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis Python, C/C++, JavaScript; Bash, PowerShell scripting; Expert network and web security; Linux and Windows security; Penetration testing; Vulnerability assessment; Web app security; Metasploit, Burp Suite, Nmap, SQLMap, Wireshark; Cryptography, SSL/TLS; Malware analysis; Reverse engineering; Compliance frameworks; Leadership; Project management; Analytical thinking Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis Python, C/C++, JavaScript advanced; Bash, PowerShell scripting; Network and web security expert; Linux/Windows OS expert; Penetration testing; Vulnerability assessment; Metasploit, Burp Suite, Nmap, SQLMap, Wireshark; Cryptography, SSL/TLS; Malware analysis and reverse engineering; Compliance frameworks; Leadership; Project management; Analytical skills Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp; Cryptography; Malware Analysis",0.625
